"GEONAME
ID","GEO
NAME","GEO
ASCII
name","GEO
ALTERNATE
names",LATITUDE,LONGITUDE,"FEATURE
CLASS","FEATURE CLASS
DESCRIPTION","FEATURE
CODE","FEATURE CODE
DESCRIPTION","COUNTRY
CODE",CC2,"ADMIN 1
code","ADMIN 2
code","ADMIN 3
code","ADMIN 4
code",POPULATION,ELEVATION,"Digital
Elevation Model",TIMEZONE,"MODIFICATION
DATE"
290142,RayyДЃ,Rayya,"Raiya,Rayya,RayyДЃ,rayaa,Ш±ЩЋЩЉЩЋЩ‘Ш§",26.28333,50.63333,P,"city, village,...",PPL,populated place,BH,BH,15,,,,0,,9,Asia/Bahrain,1/18/12
290154,QubayЕЈ,Qubayt,"Kubait,Qubayt,QubayЕЈ,qubayt,Щ‚ЩЏШЁЩЋЩЉЩ’Ш·",26.2,50.51667,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,4,Asia/Bahrain,8/6/13
290160,QalДЃlД«,Qalali,"Galali,Kalali,KalДЃlД«,Qalali,Qalani,QalДЃlД«,QalДЃnД«,qalaali,Щ‚ЩЋЩ„Ш§ЩЋЩ„ЩђЩЉ",26.27333,50.65028,P,"city, village,...",PPL,populated place,BH,,15,,,,0,,8,Asia/Bahrain,1/18/12
290163,NЕ«r Juruft,Nur Juruft,"Nur Juruft,NЕ«r Juruft,nur juruft,Щ†ЩЏЩ€Ш± Ш¬ЩЏШ±ЩЏЩЃЩ’ШЄ",26.23333,50.5,P,"city, village,...",PPL,populated place,BH,,10,,,,0,,6,Asia/Bahrain,1/18/12
290174,MarwazДЃn,Marwazan,"Marwazan,MarwazДЃn,marwazan,Щ…ЩЋШ±Щ’Щ€ЩЋШІЩЋШ§Щ†",26.22139,50.54389,P,"city, village,...",PPLX,section of populated place,BH,,16,,,,0,,7,Asia/Bahrain,5/6/15
290176,MarqЕ«bДЃn,Marquban,"Markuban,MarkЕ«bДЃn,Marquban,MarqЕ«bДЃn,marquban,Щ…ЩЋШ±Щ’Щ‚ЩЏЩ€ШЁЩЋШ§Щ†",26.16417,50.61833,P,"city, village,...",PPL,populated place,BH,,16,,,,0,,4,Asia/Bahrain,5/6/15
290178,MaqДЃbДЃ,Maqaba,"Makaba,Maqaba,MaqДЃbДЃ,maqaba,Щ…ЩЋЩ‚ЩЋШ§ШЁЩЋШ§",26.21083,50.4875,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,10,Asia/Bahrain,8/6/13
290179,ManД«,Mani,"Mani,ManД«,mani,Щ…ЩЋЩ†ЩђЩЉ",26.21667,50.55,P,"city, village,...",PPL,populated place,BH,,16,,,,0,,8,Asia/Bahrain,1/18/12
290186,Mahazzah,Mahazzah,"Mahazzah,Muhazza,mahazat,Щ…ЩЋЩ‡ЩЋШІЩЋЩ‘Ш©",26.16944,50.62611,P,"city, village,...",PPL,populated place,BH,,16,,,,0,,4,Asia/Bahrain,5/6/15
290187,MadД«nat вЂДЄsГЎ,Madinat `Isa,"Isa,Isa Town,Madinat `Isa,MadД«nat вЂДЄsГЎ,Medinat Isa,Щ…ЩЋШЇЩђЩЉЩ†ЩЋШ© Ш№ЩђЩЉШіЩЋЩ‰",26.17361,50.54778,P,"city, village,...",PPL,populated place,BH,,17,,,,38090,,7,Asia/Bahrain,5/6/15
290193,KhuwayЕџ,Khuways,"Huwais,Khuwais,Khuways,KhuwayЕџ,khuays,Ш®ЩЏЩ€ЩЋЩЉЩ’Шµ",26.16667,50.5,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,6,Asia/Bahrain,8/6/13
290198,Kawrah,Kawrah,"Kawarah,Kawrah,kawrat,ЩѓЩЋЩ€Щ’Ш±ЩЋШ©",26.18333,50.56667,P,"city, village,...",PPL,populated place,BH,,16,,,,0,,1,Asia/Bahrain,5/6/15
290201,KarzakkДЃn,Karzakkan,"Karrzakkan,KarrzakkДЃn,Karzakkan,KarzakkДЃn,karzakaan,ЩѓЩЋШ±Щ’ШІЩЋЩѓЩЋЩ‘Ш§Щ†",26.11556,50.48194,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,12,Asia/Bahrain,8/6/13
290203,KarrДЃnah,Karranah,"Karanah,Karrama,Karramah,Karranah,KarrДЃmah,KarrДЃnah,KarДЃnah,karaanat,ЩѓЩЋШ±ЩЋЩ‘Ш§Щ†ЩЋШ©",26.22917,50.50944,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,11,Asia/Bahrain,8/6/13
290204,KarbДЃbДЃd,Karbabad,"Karbabad,KarbДЃbДЃd,karbabad,ЩѓЩЋШ±Щ’ШЁЩЋШ§ШЁЩЋШ§ШЇ",26.23028,50.52944,P,"city, village,...",PPL,populated place,BH,,16,,,,0,,6,Asia/Bahrain,1/18/12
290205,KaflДЃn,Kaflan,"Kaflan,Kaflar,KaflДЃn,kaflaan,ЩѓЩЋЩЃЩ’Щ„Ш§ЩЋЩ†",26.18333,50.58333,P,"city, village,...",PPL,populated place,BH,BH,2,,,,0,,5,Asia/Bahrain,1/18/12
290210,Jusayrah,Jusayrah,"Jasaira,Jasairah,Jusayrah,jusayrat,Ш¬ЩЏШіЩЋЩЉЩ’Ш±ЩЋШ©",25.88333,50.6,P,"city, village,...",PPL,populated place,BH,,17,,,,0,,4,Asia/Bahrain,1/18/12
290212,JurdДЃb,Jurdab,"Jurdab,Jurdah,JurdДЃb,jurdab,Ш¬ЩЏШ±Щ’ШЇЩЋШ§ШЁ",26.16944,50.57528,P,"city, village,...",PPL,populated place,BH,,16,,,,0,,4,Asia/Bahrain,5/6/15
290215,Jidd бёЁafЕџ,Jidd Hafs,"Djidd Hafs,Djidd бё¤afб№Ј,Jadd Hafs,Jid Hafs,Jidd Hafs,Jidd бёЁafЕџ,Judd Hafs,Judd бёЁafЕџ,jid hafs,Ш¬ЩђШЇЩ‘ Ш­ЩЋЩЃЩ’Шµ",26.21861,50.54778,P,"city, village,...",PPL,populated place,BH,,16,,,,31735,,6,Asia/Bahrain,1/18/12
290217,Jidd вЂAlД«,Jidd `Ali,"Jidd `Ali,Jidd вЂAlД«,Judd Ali,Ш¬ЩђШЇЩ‘ Ш№ЩЋЩ„ЩђЩЉ",26.17917,50.56028,P,"city, village,...",PPL,populated place,BH,,16,,,,0,,8,Asia/Bahrain,5/6/15
290218,Jidd al бёЁДЃjj,Jidd al Hajj,"Jidd al Hajj,Jidd al бёЁДЃjj,jid aalhaj,Ш¬ЩђШЇЩ‘ Ш§ЩЋЩ„Щ’Ш­ЩЋШ§Ш¬Щ‘",26.23333,50.5,P,"city, village,...",PPL,populated place,BH,,10,,,,0,,6,Asia/Bahrain,1/18/12
290221,Jaww,Jaww,"Djaww,Jau,Jaw,Jaww,jaw,Ш¬ЩЋЩ€Щ‘",25.99861,50.61667,P,"city, village,...",PPL,populated place,BH,,17,,,,0,,6,Asia/Bahrain,1/18/12
290226,JannЕ«sДЃn,Jannusan,"Djannusan,DjannusДЃn,Jannusan,JannЕ«sДЃn,januwsan,Ш¬ЩЋЩ†ЩЏЩ‘Щ€ШіЩЋШ§Щ†",26.23056,50.49472,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,8,Asia/Bahrain,8/6/13
290229,JamДЃlah,Jamalah,"Jamala,Jamalah,JamДЃlah,Jumaylat,JumaylДЃt,jamalat,Ш¬ЩЋЩ…ЩЋШ§Щ„ЩЋШ©",26.2,50.55,P,"city, village,...",PPL,populated place,BH,,16,,,,0,,3,Asia/Bahrain,5/6/15
290234,Jabalat бёЁabashД«,Jabalat Habashi,"Jabalat Habashi,Jabalat Habshi,Jabalat бёЁabashД«,jabalat habashi,Ш¬ЩЋШЁЩЋЩ„ЩЋШ© Ш­ЩЋШЁЩЋШґЩђЩЉ",26.21722,50.5275,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,9,Asia/Bahrain,8/6/13
290239,бёЁillat as SЕ«q,Hillat as Suq,"Hillat as Suq,hilat aalsuwq,Ш­ЩђЩ„ЩЋЩ‘Ш© Ш§ЩЋЩ„ШіЩЏЩ‘Щ€Щ‚,бёЁillat as SЕ«q",26.2,50.55,P,"city, village,...",PPL,populated place,BH,,5,,,,0,,3,Asia/Bahrain,1/18/12
290240,бёЁillat вЂAbd aЕџ ЕћДЃliбё©,Hillat `Abd as Salih,"Hillah,Hillat,Hillat `Abd as Salih,Ш­ЩђЩ„ЩЋЩ‘Ш© Ш№ЩЋШЁЩ’ШЇ Ш§ЩЋЩ„ШµЩЋЩ‘Ш§Щ„ЩђШ­,бёЁillah,бёЁillat вЂAbd aЕџ ЕћДЃliбё©",26.22139,50.51667,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,11,Asia/Bahrain,8/6/13
290245,HarbadД«yah,Harbadiyah,"Harbadiyah,HarbadД«yah,harbadiat,Щ‡ЩЋШ±Щ’ШЁЩЋШЇЩђЩЉЩЋЩ‘Ш©",26.23333,50.5,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,6,Asia/Bahrain,8/6/13
290247,MadД«nat бёЁamad,Madinat Hamad,"Hamad Town,Madinat Hamad,MadД«nat бёЁamad,madinat hamad,Щ…ЩЋШЇЩђЩЉЩ†ЩЋШ© Ш­ЩЋЩ…ЩЋШЇ",26.11528,50.50694,P,"city, village,...",PPL,populated place,BH,,19,,,,52718,,35,Asia/Bahrain,3/22/17
290249,бёЁДЃlat Umm al Bayбё‘,Halat Umm al Bayd,"Halat As-Saud,Halat Umm al Baidh,Halat Umm al Bayd,Um al-Baidh,halat aum aalbayd,Ш­ЩЋШ§Щ„ЩЋШ© ШЈЩЏЩ…Щ‘ Ш§ЩЋЩ„Щ’ШЁЩЋЩЉЩ’Ш¶,бёЁДЃlat Umm al Bayбё‘",26.11667,50.63333,P,"city, village,...",PPL,populated place,BH,,17,,,,0,,4,Asia/Bahrain,5/6/15
290250,бёЁДЃlat as SulЕЈah,Halat as Sultah,"Halat As Suluta,Halat al-Salata,Halat as Sultah,HДЃlat al-Salaб№­a,halat aalsultat,Ш­ЩЋШ§Щ„ЩЋШ© Ш§ЩЋЩ„ШіЩЏЩ‘Щ„Щ’Ш·ЩЋШ©,бёЁДЃlat as SulЕЈah",26.24278,50.63861,P,"city, village,...",PPL,populated place,BH,,15,,,,0,,4,Asia/Bahrain,1/18/12
290251,бёЁДЃlat an NaвЂД«m,Halat an Na`im,"Halat Nu`aym,Halat al Naim,Halat an Na`im,Naim,Ш­ЩЋШ§Щ„ЩЋШ© Ш§ЩЋЩ„Щ†ЩЋЩ‘Ш№ЩђЩЉЩ…,бё¤ДЃlat NuвЂaym,бёЁДЃlat an NaвЂД«m",26.23889,50.63528,P,"city, village,...",PPL,populated place,BH,,15,,,,0,,5,Asia/Bahrain,1/18/12
290252,бёЁДЃlat al KhulayfДЃt,Halat al Khulayfat,"Halat,Halat al Khulayfat,Halat-al-Khalaifat,Halat-at-Khulaifat,HДЃlat-al-KhalaifДЃt,Khulaffat,halat aalkhulayfat,Ш­ЩЋШ§Щ„ЩЋШ© Ш§ЩЋЩ„Щ’Ш®ЩЏЩ„ЩЋЩЉЩ’ЩЃЩЋШ§ШЄ,бёЁДЃlat al KhulayfДЃt",26.25,50.63333,P,"city, village,...",PPL,populated place,BH,,15,,,,0,,4,Asia/Bahrain,1/18/12
290253,бёЁДЃlat AbЕ« MДЃhir,Halat Abu Mahir,"Abu Mahir,AbЕ« MДЃhir,Halat Abu Mahir,Halat Abu Mahur,Halat Abu MДЃhur,halat aabu mahir,Ш­ЩЋШ§Щ„ЩЋШ© ШЈЩЋШЁЩЏЩ€ Щ…ЩЋШ§Щ‡ЩђШ±,бёЁДЃlat AbЕ« MДЃhir",26.24444,50.61917,P,"city, village,...",PPLX,section of populated place,BH,,15,,,,0,,2,Asia/Bahrain,1/18/12
290255,бёЁДЃlah,Halah,"Halah,Halat,halat,Ш­ЩЋШ§Щ„ЩЋШ©,бёЁДЃlah,бёЁДЃlДЃt",26.17333,50.62139,P,"city, village,...",PPL,populated place,BH,,16,,,,0,,3,Asia/Bahrain,5/6/15
290260,DumistДЃn,Dumistan,"Dumistan,DumistДЃn,dumistan,ШЇЩЏЩ…ЩђШіЩ’ШЄЩЋШ§Щ†",26.12639,50.48111,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,7,Asia/Bahrain,8/6/13
290269,DДЃr Kulayb,Dar Kulayb,"Dar Chulaib,Dar Kulaib,Dar Kulayb,DДЃr Kulaib,DДЃr Kulayb,dar kulayb,ШЇЩЋШ§Ш± ЩѓЩЏЩ„ЩЋЩЉЩ’ШЁ",26.06861,50.50389,P,"city, village,...",PPL,populated place,BH,,17,,,,65466,,10,Asia/Bahrain,5/6/15
290274,BЕ«rД«,Buri,"Buri,BЕ«rД«,buri,ШЁЩЏЩ€Ш±ЩђЩЉ",26.15139,50.4975,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,9,Asia/Bahrain,8/6/13
290275,BЕ« QЕ«wah,Bu Quwah,"Bu Quwah,Bu Quwwah,Bukuwa,BЕ« Quwwah,BЕ« QЕ«wah,bu quwat,ШЁЩЏЩ€ Щ‚ЩЏЩ€Щ€ЩЋШ©",26.20472,50.52,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,7,Asia/Bahrain,8/6/13
290280,BЕ« вЂAshД«rah,Bu `Ashirah,"Bu Ashira,Bu `Ashirah,BЕ« вЂAshД«rah,ШЁЩЏЩ€ Ш№ЩЋШґЩђЩЉШ±ЩЋШ©",26.20778,50.57722,P,"city, village,...",PPLX,section of populated place,BH,,16,,,,0,,1,Asia/Bahrain,1/18/12
290282,BilДЃd al QadД«m,Bilad al Qadim,"Bilad al Qadim,Bilad al-Kadim,BilДЃd al QadД«m,BilДЃd al-KadД«m,bilaad aalqadim,ШЁЩђЩ„Ш§ЩЋШЇ Ш§ЩЋЩ„Щ’Щ‚ЩЋШЇЩђЩЉЩ…",26.21167,50.56194,P,"city, village,...",PPLX,section of populated place,BH,,16,,,,0,,9,Asia/Bahrain,1/18/12
290286,BДЃrbДЃr,Barbar,"Barbar,BДЃrbДЃr,barbar,ШЁЩЋШ§Ш±Щ’ШЁЩЋШ§Ш±",26.22944,50.48083,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,7,Asia/Bahrain,8/6/13
290287,BanД« Jamrah,Bani Jamrah,"Bani Jamrah,BanД« Jamrah,Jamra,Jamrah,bani jamrat,ШЁЩЋЩ†ЩђЩЉ Ш¬ЩЋЩ…Щ’Ш±ЩЋШ©",26.20972,50.45972,P,"city, village,...",PPL,populated place,BH,,19,,,,0,,9,Asia/Bahrain,11/14/16
290294,Az Zinj,Az Zinj,"Az Zinj,Zinj,aalzinj,Ш§ЩЋЩ„ШІЩђЩ‘Щ†Щ’Ш¬",26.21528,50.56417,P,"city, village,...",PPLX,section of populated place,BH,,16,,,,0,,5,Asia/Bahrain,1/18/12
290295,Az Zimmah,Az Zimmah,"Az Zimmah,Zimma,Zimmah,aalzimat,Ш§ЩЋЩ„ШІЩђЩ‘Щ…ЩЋЩ‘Ш©",26.25528,50.64694,P,"city, village,...",PPL,populated place,BH,,15,,,,0,,8,Asia/Bahrain,1/18/12
290296,Az ZallДЃq,Az Zallaq,"Al-Zallak,Al-ZallДЃk,Az Zallaq,Az ZallДЃq,Zallaq,Zellaq,Zelzaq,aalzalaaq,Ш§ЩЋЩ„ШІЩЋЩ‘Щ„Ш§ЩЋЩ‘Щ‚",26.0475,50.48639,P,"city, village,...",PPL,populated place,BH,,17,,,,0,,5,Asia/Bahrain,1/18/12
290298,вЂAyn ad DДЃr,`Ayn ad Dar,"'Ain-ad-Dar,Ain al-Dar,`An ad Dar,`Ayn ad Dar,Ш№ЩЋЩЉЩ’Щ† Ш§ЩЋЩ„ШЇЩЋЩ‘Ш§Ш±,вЂAn ad DДЃr,вЂAyn ad DДЃr,вЂ™Ain-ad-DДЃr",26.21667,50.53333,P,"city, village,...",PPL,populated place,BH,,5,,,,0,,10,Asia/Bahrain,1/18/12
290299,Oil City,Oil City,"Al Chirabia,Al Ghiraibat,Al `Awali,Al вЂAwДЃlД«,Bapco,Kirabad,Oil City,`Awali,Ш№ЩЋЩ€ЩЋШ§Щ„ЩђЩЉ,вЂAwДЃlД«",26.08444,50.55056,P,"city, village,...",PPL,populated place,BH,,17,,,,0,,55,Asia/Bahrain,1/18/12
290302,AЕџ ЕћДЃliбё©Д«yah,As Salihiyah,"As Salihiyah,AЕџ ЕћДЃliбё©Д«yah,aalsaalihiat,Ш§ЩЋЩ„ШµЩЋЩ‘Ш§Щ„ЩђШ­ЩђЩЉЩЋЩ‘Ш©",26.21556,50.55,P,"city, village,...",PPLX,section of populated place,BH,,16,,,,0,,6,Asia/Bahrain,1/18/12
290303,AЕџ ЕћakhД«r,As Sakhir,"As Sakhir,AЕџ ЕћakhД«r,Sakhir,aalsakhir,Ш§ЩЋЩ„ШµЩЋЩ‘Ш®ЩђЩЉШ±",26.0625,50.52722,P,"city, village,...",PPL,populated place,BH,,17,,,,0,,22,Asia/Bahrain,1/18/12
290304,вЂAskar,`Askar,"Al `Askar,Al вЂAskar,`Askar,Ш№ЩЋШіЩ’ЩѓЩЋШ±,вЂAskar",26.05722,50.61639,P,"city, village,...",PPL,populated place,BH,,17,,,,0,,8,Asia/Bahrain,1/18/12
290306,Ash ShДЃkhЕ«rah,Ash Shakhurah,"Al-Shakhura,Al-ShДЃkhЕ«ra,Ash Shakhurah,Ash ShДЃkhЕ«rah,Shakhura,Shakhurah,Shakhurq,ShДЃkhЕ«rah,aalshaakhurat,Ш§ЩЋЩ„ШґЩЋЩ‘Ш§Ш®ЩЏЩ€Ш±ЩЋШ©",26.21472,50.50694,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,8,Asia/Bahrain,8/6/13
290308,Ar RuqвЂah,Ar Ruq`ah,"Ar Ruq`ah,Ar RuqвЂah,Ruka'a,RukaвЂ™a,Ruq`ah,Ruqa'ah,RuqaвЂ™ah,RuqвЂah,Ш§ЩЋЩ„Ш±ЩЏЩ‘Щ‚Щ’Ш№ЩЋШ©",26.23333,50.5,P,"city, village,...",PPL,populated place,BH,,10,,,,0,,6,Asia/Bahrain,1/18/12
290309,Ar Rumaythah,Ar Rumaythah,"Al-Rumaytha',Al-RumaythДЃвЂ™,Ar Rumaytha,Ar Rumaythah,Ar RumaythДЃ,Rumaidha,Rumaidhah,Rumaitha,Rumaithah,Rumayzah,RumayzМ§ah,aalrumaythat,alrmytha,Ш§Щ„Ш±Щ…ЩЉШ«Ш§,Ш§ЩЋЩ„Ш±ЩЏЩ‘Щ…ЩЋЩЉЩ’Ш«ЩЋШ©",25.92043,50.55583,P,"city, village,...",PPL,populated place,BH,,17,,,,0,,39,Asia/Bahrain,11/8/17
290311,Ar RifДЃвЂ ash SharqД«,Ar Rifa` ash Sharqi,"Al-Rifa` al-Sharki,Al-RifДЃвЂ al-ShДЃrki,Ar Rifa` ash Sharqi,Ar RifДЃвЂ ash SharqД«,Rifa' Ash Sharqi,Rifa`a Ash Sharqi,RifaвЂa Ash Sharqi,RifaвЂ™ Ash Sharqi,Ш§ЩЋЩ„Ш±ЩђЩ‘ЩЃЩЋШ§Ш№ Ш§ЩЋЩ„ШґЩЋЩ‘Ш±Щ’Щ‚ЩђЩЉ",26.12389,50.57361,P,"city, village,...",PPLX,section of populated place,BH,,17,,,,0,,36,Asia/Bahrain,5/6/15
290312,Ar RifДЃвЂ ash ShamДЃlД«,Ar Rifa` ash Shamali,"Al-Rifa` al-Shamali,Al-RifДЃвЂ al-ShamДЃlД«,Ar Rifa` ash Shamali,Ar RifДЃвЂ ash ShamДЃlД«,North Rifa`,North RifДЃвЂ,Rifa'a Ash Shamal,Rifa` ash Shamal,RifaвЂ™a Ash Shamal,RifДЃвЂ ash ShamДЃl,Ш§ЩЋЩ„Ш±ЩђЩ‘ЩЃЩЋШ§Ш№ Ш§ЩЋЩ„ШґЩЋЩ‘Щ…ЩЋШ§Щ„ЩђЩЉ",26.1375,50.55111,P,"city, village,...",PPLX,section of populated place,BH,,17,,,,0,,39,Asia/Bahrain,5/6/15
290315,Ar RifДЃвЂ al GharbД«,Ar Rifa` al Gharbi,"Al-Rifa` al Gharbi,Al-RifДЃвЂ al GharbД«,Ar Rifa` al Gharbi,Ar RifДЃвЂ al GharbД«,Rifa` al Gharbi,Rifa` al Qibli,Rifaa Al Gharbi,RifДЃвЂ al GharbД«,RifДЃвЂ al QiblД«,West Rifa`,West RifДЃвЂ,Ш§ЩЋЩ„Ш±ЩђЩ‘ЩЃЩЋШ§Ш№ Ш§ЩЋЩ„Щ’ШєЩЋШ±Щ’ШЁЩђЩЉ",26.13278,50.52028,P,"city, village,...",PPL,populated place,BH,,17,,,,0,,38,Asia/Bahrain,1/18/12
290316,вЂArДЃd,`Arad,"Sar,SДЃr,`Arad,Ш№ЩЋШ±ЩЋШ§ШЇ,вЂArДЃd",26.25611,50.63222,P,"city, village,...",PPL,populated place,BH,,15,,,,0,,7,Asia/Bahrain,1/18/12
290319,An NuwaydirДЃt,An Nuwaydirat,"An Nuwaydirat,An NuwaydirДЃt,Nuwaidirat,Nuwaidrat,Nuwaydirat,NuwaydirДЃt,aalnuwaydirat,Ш§ЩЋЩ„Щ†ЩЏЩ‘Щ€ЩЋЩЉЩ’ШЇЩђШ±ЩЋШ§ШЄ",26.13472,50.5975,P,"city, village,...",PPL,populated place,BH,,17,,,,0,,4,Asia/Bahrain,5/6/15
290322,Al WasmД«yah,Al Wasmiyah,"Al Wasmiyah,Al WasmД«yah,Wasmiya,Wasmiyah,WasmД«yah,aalwasmiat,Ш§ЩЋЩ„Щ’Щ€ЩЋШіЩ’Щ…ЩђЩЉЩЋЩ‘Ш©",26.02111,50.475,P,"city, village,...",PPL,populated place,BH,,17,,,,0,,4,Asia/Bahrain,1/18/12
290323,Al Qurayyah,Al Qurayyah,"Al Qurayyah,Kuraiya,Kuriya,Quraiyah,Qurayyah,aalqurayat,Ш§ЩЋЩ„Щ’Щ‚ЩЏШ±ЩЋЩЉЩЋЩ‘Ш©",26.19722,50.46278,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,7,Asia/Bahrain,8/6/13
290324,Al Qaryah,Al Qaryah,"Al Qaryah,Kariya,Qariya,Qarya,Qaryah,Qurayyah,Quryah,aalqaryat,Ш§ЩЋЩ„Щ’Щ‚ЩЋШ±Щ’ЩЉЩЋШ©",26.18278,50.58361,P,"city, village,...",PPL,populated place,BH,,16,,,,0,,6,Asia/Bahrain,1/18/12
290325,Al Qaryah,Al Qaryah,"Al Qaryah,Kuriya,aalqaryat,Ш§ЩЋЩ„Щ’Щ‚ЩЋШ±Щ’ЩЉЩЋШ©",26.17222,50.61056,P,"city, village,...",PPL,populated place,BH,,16,,,,0,,4,Asia/Bahrain,5/6/15
290327,Al Qadam,Al Qadam,"Al Qadam,Qadam,aalqadam,Ш§ЩЋЩ„Щ’Щ‚ЩЋШЇЩЋЩ…",26.21556,50.51917,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,8,Asia/Bahrain,8/6/13
290328,Al Muwaylighah,Al Muwaylighah,"Al Muwaylighah,Muwailaha,Muwailghah,aalmuaylighat,Ш§ЩЋЩ„Щ’Щ…ЩЏЩ€ЩЋЩЉЩ’Щ„ЩђШєЩЋШ©",26.20667,50.55889,P,"city, village,...",PPL,populated place,BH,,16,,,,0,,6,Asia/Bahrain,1/18/12
290330,Al MuЕџallГЎ,Al Musalla,"Al Musalla,Al MuЕџallГЎ,Musalla,aalmusalay,Ш§ЩЋЩ„Щ’Щ…ЩЏШµЩЋЩ„ЩЋЩ‘Щ‰",26.21222,50.53722,P,"city, village,...",PPLX,section of populated place,BH,,16,,,,0,,7,Asia/Bahrain,5/6/15
290331,Al MuqshДЃвЂ,Al Muqsha`,"Al Muqsha`,Al MuqshДЃвЂ,Magsha,Muqsha',MuqshДЃвЂ™,Ш§ЩЋЩ„Щ’Щ…ЩЏЩ‚Щ’ШґЩЋШ§Ш№",26.21972,50.52306,P,"city, village,...",PPL,populated place,BH,,16,,,,0,,8,Asia/Bahrain,5/6/15
290332,Al Muharraq,Al Muharraq,"Al Muharrak,Al Muharraq,Al Muбё©arraq,Al'-Mukharrak,Al-Muharrak,Al-Muharraq,Al-MuбёҐarrak,Moharek,Muharrak,Muharraq,Muharraq Town,Muhurraq,aalmuharaq,mhrq,РђР»СЊ-РњСѓС…Р°СЂСЂР°Рє,Ш§ЩЋЩ„Щ’Щ…ЩЏШ­ЩЋШ±ЩЋЩ‘Щ‚,Щ…Ш­Ш±Щ‚",26.25722,50.61194,P,"city, village,...",PPL,populated place,BH,,15,,,,97458,,7,Asia/Bahrain,6/27/13
290336,Al Markh,Al Markh,"Al Markh,Markh,aalmarkh,Ш§ЩЋЩ„Щ’Щ…ЩЋШ±Щ’Ш®",26.21028,50.47333,P,"city, village,...",PPL,populated place,BH,,19,,,,0,,11,Asia/Bahrain,11/14/16
290340,Manama,Manama,"Al Manama,Al Manamah,Al ManДЃma,Al ManДЃmah,Al-Manama,Al-Manamah,Al-ManДЃmah,Gorad Manama,Maenamae,Manaama,Manam,Manama,Manamae,Manamah,Manameh,Manamo,ManГЎma,ManДЃma,Menama,Mename,MГ¤namГ¤,WGF,aalmanamat,almnamh,almnamt,mai na ma,mai na mai,manama,mnamh,mnamЫЃ,ОњО±ОЅО¬ОјО±,Р“РѕСЂР°Рґ РњР°РЅР°РјР°,РњР°РЅР°РјГ¦,РњР°РЅР°РјР°,Х„ХЎХ¶ХЎХґХЎ,ЧћЧ ЧђЧћЧ”,Ш§Щ„Щ…Щ†Ш§Щ…Ш©,Ш§Щ„Щ…Щ†Ш§Щ…Щ‡,Ш§ЩЋЩ„Щ’Щ…ЩЋЩ†ЩЋШ§Щ…ЩЋШ©,Щ…Щ†Ш§Щ…Щ‡,Щ…Щ†Ш§Щ…ЫЃ,Щ…Ы•Щ†Ш§Щ…Ы•,а¤®а¤Ёа¤ѕа¤®а¤ѕ,а¦®а¦ѕа¦Ёа¦ѕа¦®а¦ѕ,аЁ®аЁЁаЁѕаЁ®аЁѕ,а¬®а¬ѕа¬Ёа¬ѕа¬®а¬ѕ,а®®а®©а®ѕа®®а®ѕ,аґ®аґЁаґѕаґ®,аёЎаёІаё™аёІаёЎаёІ,аЅај‹аЅ“ај‹аЅајЌ,бѓ›бѓђбѓњбѓђбѓ›бѓђ,б€›бЉ“б€›,гѓћгѓЉгѓјгѓћ,йєҐзґЌз‘Є,йє¦зєійє¦,л§€л‚л§€",26.22787,50.58565,P,"city, village,...",PPLC,capital of a political entity,BH,,16,,,,147074,,12,Asia/Bahrain,2/28/16
290341,Al MamЕЈalah,Al Mamtalah,"Al M'ttalah,Al Mamtalah,Al MamЕЈalah,Al Matallah,Al MaЕЈallah,Al Mumattalah,Al MumaЕЈЕЈalah,Al Mutallah,Al MвЂ™ЕЈЕЈalah,Mattala,Mutallah,MuЕЈallah,aalmamtalat,Ш§ЩЋЩ„Щ’Щ…ЩЋЩ…Щ’Ш·ЩЋЩ„ЩЋШ©",25.92417,50.51944,P,"city, village,...",PPL,populated place,BH,,17,,,,0,,8,Asia/Bahrain,1/18/12
290342,Al MДЃlikД«yah,Al Malikiyah,"Al Malikiyah,Al MДЃlikД«yah,Al-Malikiyya,Al-MДЃlikiyya,Malichiya,Malikiyah,MДЃlikД«yah,aalmalikiat,Ш§ЩЋЩ„Щ’Щ…ЩЋШ§Щ„ЩђЩѓЩђЩЉЩЋЩ‘Ш©",26.09806,50.48667,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,6,Asia/Bahrain,8/6/13
