,Year,Month,Start_Datetime,Restore_Datetime,Duration,Utility,NERC_Region,Area,Type,Loss_megawatts,Num_Customers_Affected
906,2019,6.0,2019-06-24 05:30:00,2019-06-24 08:45:00,195.0,Entergy Corp,SPP RE,AR:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,56451.0
907,2019,6.0,2019-06-26 13:58:00,2019-06-26 14:03:00,5.0,Montana-Dakota Utilities Co,MRO,ND: Williams County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",53.0,0.0
908,2019,6.0,2019-06-28 14:25:00,,,Bonneville Power Administration,WECC,ID: Nez Perce County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0.0,0.0
909,2019,6.0,2019-06-30 15:15:00,2019-06-30 16:15:00,60.0,Long Island Power Authority,NPCC,"NY: Nassau County, Suffolk County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",3189.0,52498.0
910,2019,6.0,2019-06-30 15:30:00,2019-06-30 20:30:00,300.0,ComEd,SERC,"IL: Cook County, DeKalb County, DuPage County, Grundy County, Iroquois County, Ford County, Lake County, Kendall County, Kankakee County, Kane County, Ogle County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,100000.0
911,2019,7.0,2019-07-10 12:10:00,2019-07-12 12:30:00,2900.0,Oncor Electric Delivery Company LLC,TRE,"TX: Collin County, Dallas County, Denton County, Hood County, Johnson County, Tarrant County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,57000.0
912,2019,7.0,2019-07-11 11:08:00,2019-07-11 11:13:00,5.0,Southwestern Public Service,TRE,TX: Lynn County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",26.0,2043.0
913,2019,7.0,2019-07-13 07:15:00,2019-07-14 17:00:00,2025.0,Entergy Corp,SERC,LA:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,55730.0
914,2019,7.0,2019-07-13 18:47:00,2019-07-13 23:37:00,290.0,NYISO,NPCC,NY: NY County;,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident-Transmission Interruption,452.0,72669.0
915,2019,7.0,2019-07-13 23:55:00,2019-07-14 13:00:00,785.0,Cleco Power LLC,SERC,"LA: Acadia Parish, Avoyelles Parish, Catahoula Parish, Evangeline Parish, Grant Parish, Iberia Parish, LaSalle Parish, Natchitoches Parish, Rapides Parish, Sabine Parish, St. Landry Parish, St. Martin Parish, St. Mary Parish, St. Tammany Parish, Allen Parish, Beauregard Parish, Calcasieu Parish, Vermilion Parish, De Soto Parish, Jefferson Davis Parish, Red River Parish, Tangipahoa Parish, V","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,63000.0
916,2019,7.0,2019-07-19 19:00:00,2019-07-21 20:00:00,2940.0,Detroit Edison Co,RF,MI:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,400000.0
917,2019,7.0,2019-07-20 03:00:00,2019-07-22 07:00:00,3120.0,Consumers Energy Co,RF,"MI: Kent County, Newaygo County, Mecosta County, Montcalm County, Isabella County, Ionia County, Allegan County, Barry County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,160000.0
918,2019,7.0,2019-07-20 11:55:00,2019-07-23 00:00:00,3605.0,"WEC Energy Group (WEPCO, WPSC, UMERC, WEP-MIUP)",RF,WI: MI:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",200.0,50000.0
919,2019,7.0,2019-07-21 23:00:00,2019-07-22 20:54:00,1314.0,Consolidated Edison Co-NY Inc,NPCC,"NY: Kings County, NY County, Queens County, Bronx County, Westchester County, Richmond County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",60.0,45000.0
920,2019,7.0,2019-07-22 16:00:00,2019-07-24 23:00:00,3300.0,PECO Energy Co,RF,"PA: Bucks County, DE County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,165000.0
921,2019,7.0,2019-07-22 17:50:00,2019-07-25 13:15:00,4045.0,Public Service Electric & Gas,RF,NJ: Gloucester County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",49.0,95600.0
922,2019,7.0,2019-07-23 15:39:00,2019-07-23 19:00:00,201.0,ISO New England,NPCC,MA:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",54.0,54535.0
923,2019,7.0,2019-07-23 23:55:00,2019-07-23 23:56:00,1.0,Nebraska Public Power District,MRO,NE:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0.0,0.0
924,2019,7.0,2019-07-23 23:55:00,2019-07-24 05:22:00,327.0,Western Area Power Administration - Upper Great Plains Region,MRO,NE: Scotts Bluff County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0.0,0.0
925,2019,7.0,2019-07-30 08:45:00,2019-07-30 09:45:00,60.0,City of Alexandria,SERC,LA:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Severe Weather/Transmission Interruption",,13720.0
926,2019,8.0,2019-08-02 01:49:00,2019-08-02 01:55:00,6.0,Northern States Power Co,MRO,MN: Chisago County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0.0,0.0
927,2019,8.0,2019-08-05 17:23:00,2019-08-06 00:02:00,399.0,Bonneville Power Administration,WECC,OR: Umatilla County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",66.0,
928,2019,8.0,2019-08-08 16:16:00,2019-08-08 22:41:00,385.0,American Electric Power - (RFC Reliability Region),RF,OH:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Severe Weather/Transmission Interruption",,5600.0
929,2019,8.0,2019-08-13 10:00:00,2019-08-13 11:00:00,60.0,Rio Bravo Rocklin,WECC,CA: Placer County;,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.-Vandalism,0.0,0.0
930,2019,8.0,2019-08-13 15:10:00,2019-08-13 17:30:00,140.0,ERCOT,TRE,TX: Williamson County;,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,,
931,2019,8.0,2019-08-15 08:30:00,,,Upstate New York Power Producers,NPCC,NY: Tompkins County;,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Fuel Supply Deficiency,150.0,
932,2019,8.0,2019-08-15 15:11:00,2019-08-15 18:00:00,169.0,ERCOT,TRE,TX:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,,
933,2019,8.0,2019-08-15 23:03:00,2019-08-16 00:37:00,94.0,Pacific Gas & Electric Co,WECC,CA: Marin County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Distribution Interruption",80.0,61318.0
934,2019,8.0,2019-08-18 15:59:00,2019-08-18 23:00:00,421.0,"Southwest Power Pool, Inc.",SPP RE,LA: TX:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Transmission Interruption,271.0,86373.0
935,2019,8.0,2019-08-18 16:30:00,2019-08-18 22:00:00,330.0,"East Texas Electric Coop, Inc",TRE,TX:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Transmission Interruption/Distribution Interruption",259.0,61000.0
936,2019,8.0,2019-08-18 16:47:00,2019-08-18 23:00:00,373.0,American Electric Power - (SPP Reliability Region),TRE,TX:,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident-Distribution Interruption,752.0,86373.0
937,2019,8.0,2019-08-26 09:09:00,2019-08-26 13:34:00,265.0,Great River Energy,MRO,ND:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0.0,0.0
938,2019,8.0,2019-08-26 19:00:00,2019-08-27 03:00:00,480.0,"Southwest Power Pool, Inc.",SPP RE,OK:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Transmission Interruption",,95000.0
939,2019,8.0,2019-08-26 19:00:00,2019-08-29 13:00:00,3960.0,Oklahoma Gas & Electric Co,SPP RE,OK:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,103779.0
940,2019,9.0,2019-09-04 14:30:00,2019-09-06 18:00:00,3090.0,ERCOT,TRE,TX:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,,
941,2019,9.0,2019-09-05 04:15:00,2019-09-05 15:17:00,662.0,Dominion Energy South Carolina,SERC,SC:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,172278.0
942,2019,9.0,2019-09-05 22:00:00,2019-09-06 12:00:00,840.0,North Carolina El Member Corp,SERC,NC:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",3.0,2000.0
943,2019,9.0,2019-09-05 22:36:00,2019-09-06 16:00:00,1044.0,Duke Energy Progress,SERC,NC: SC:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,116000.0
944,2019,9.0,2019-09-06 08:20:00,,,Dominion Energy VA,SERC,NC:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,77000.0
945,2019,9.0,2019-09-10 21:22:00,2019-09-10 21:23:00,1.0,Pacificorp,WECC,WY: Sweetwater County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",885.0,0.0
946,2019,9.0,2019-09-11 22:35:00,2019-09-11 23:59:00,84.0,Consumers Energy Co,RF,"MI: Ionia County, Kent County, Barry County, Montcalm County, Allegan County, Ottawa County, Newaygo County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,54000.0
947,2019,9.0,2019-09-19 05:55:00,2019-09-19 14:30:00,515.0,Tucson Electric Power,WECC,AZ: Pima County;,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Fuel Supply Deficiency,0.0,0.0
948,2019,9.0,2019-09-25 03:47:00,2019-09-25 15:40:00,713.0,Pacific Gas & Electric Co,WECC,"CA: Napa County, NV County, Placer County, Plumas County, Sonoma County, Butte County, Yuba County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",25.0,69524.0
949,2019,9.0,2019-09-29 07:38:00,,,Pacific Gas & Electric Co,WECC,CA: Alameda County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Distribution Interruption",,50072.0
950,2019,10.0,2019-10-04 05:15:00,,,California Department of Water Resources,WECC,CA:,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Fuel Supply Deficiency,0.0,0.0
951,2019,10.0,2019-10-06 05:15:00,,,California Department of Water Resources,WECC,CA:,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Fuel Supply Deficiency,0.0,0.0
952,2019,10.0,2019-10-06 14:50:00,2019-10-06 15:00:00,10.0,American Electric Power - Texas,TRE,"TX: Hidalgo County, Cameron County;","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",,
953,2019,10.0,2019-10-09 00:27:00,,,Pacific Gas & Electric Co,WECC,CA:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Transmission Interruption",2400.0,737808.0
954,2019,10.0,2019-10-12 15:00:00,2019-10-12 16:21:00,81.0,American Electric Power - Texas,TRE,TX:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0.0,0.0
955,2019,10.0,2019-10-15 03:19:00,2019-10-15 06:38:00,199.0,FirstEnergy Corp,RF,OH:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0.0,0.0
956,2019,10.0,2019-10-17 00:45:00,2019-10-19 09:30:00,3405.0,ISO New England,NPCC,CT: RI: MA: VT: NH: ME:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,101683.0
957,2019,10.0,2019-10-19 05:57:00,2019-10-19 13:58:00,481.0,Western Area Power Administration - Upper Great Plains Region,MRO,SD: Codington County; NE: Scotts Bluff County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0.0,0.0
958,2019,10.0,2019-10-20 22:15:00,2019-10-25 02:00:00,5985.0,Oncor Electric Delivery Company LLC,TRE,"TX: Cass County, Cameron County, Collin County, Dallas County, Ellis County, Erath County, Hunt County, Kaufman County, Lamar County, Panola County, Rains County, Rockwall County, Rusk County, Tarrant County, Van Zandt County, Wood County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,400000.0
959,2019,10.0,2019-10-23 14:36:00,,,Pacific Gas & Electric Co,WECC,CA:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Transmission Interruption",,50000.0
960,2019,10.0,2019-10-24 05:15:00,,,California Department of Water Resources,WECC,CA:,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Fuel Supply Deficiency,0.0,0.0
961,2019,10.0,2019-10-24 17:02:00,2019-10-24 17:09:00,7.0,FirstEnergy Corp,RF,OH: Lorain County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0.0,0.0
962,2019,10.0,2019-10-26 05:15:00,2019-10-26 17:31:00,736.0,Entergy Corp,SERC,LA:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,82124.0
963,2019,10.0,2019-10-26 18:00:00,,,Tennessee Valley Authority,SERC,TN:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,70000.0
964,2019,10.0,2019-10-26 18:20:00,2019-10-31 01:27:00,6187.0,Pacific Gas & Electric Co,WECC,CA:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Transmission Interruption",3190.0,972000.0
965,2019,10.0,2019-10-30 06:32:00,2019-11-01 13:29:00,3297.0,Southern California Edison Co,WECC,"CA: Los Angeles County, Orange County, Riverside County, San Bernardino County, Ventura County, Kern County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Distribution Interruption",285.0,114402.0
966,2019,10.0,2019-10-31 22:00:00,,,Exelon Corporation/PECO,RF,PA:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Distribution Interruption",,53943.0
967,2019,11.0,2019-11-01 01:00:00,2019-11-03 13:00:00,3600.0,Niagara Mohawk Power Corporation (dba National Grid),NPCC,NY:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,8000.0
968,2019,11.0,2019-11-01 01:15:00,2019-11-02 21:30:00,2655.0,ISO New England,NPCC,CT: ME: MA: RI: NH: VT:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,80066.0
969,2019,11.0,2019-11-01 02:41:00,,,New York State Electric & Gas,NPCC,NY: Broome County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,66325.0
970,2019,11.0,2019-11-03 22:17:00,2019-11-04 11:10:00,773.0,Northern States Power Co,MRO,MN: Sherburne County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0.0,0.0
971,2019,11.0,2019-11-05 08:56:00,2019-11-05 11:51:00,175.0,JEA,FRCC,FL: Duval County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",1500.0,
972,2019,11.0,2019-11-08 05:50:00,2019-11-08 06:10:00,20.0,Pacificorp,WECC,UT: CA: OR: WY:,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.-System Operations,72.0,
973,2019,11.0,2019-11-20 09:49:00,2019-11-20 15:20:00,331.0,Pacific Gas & Electric Co,WECC,"CA: Colusa County, Lake County, Mendocino County, Napa County, Solano County, Sonoma County, Yolo County, Shasta County, Tehama County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Transmission Interruption",178.0,54000.0
974,2019,11.0,2019-11-26 18:07:00,2019-11-27 12:27:00,1100.0,Pacific Gas & Electric Co,WECC,CA:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",300.0,93000.0
975,2019,11.0,2019-11-27 12:00:00,2019-11-30 02:00:00,3720.0,Detroit Edison Co,RF,"MI: Tuscola County, Sanilac County, Huron County, St. Clair County, Macomb County, Oakland County, Wayne County, Livingston County, Washtenaw County, Monroe County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",30.0,107000.0
976,2019,12.0,2019-12-11 13:27:00,2019-12-11 13:51:00,24.0,Western Area Power Administration - Upper Great Plains Region,MRO,ND: Burleigh County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",18.0,1.0
977,2019,12.0,2019-12-16 23:55:00,2019-12-17 01:47:00,112.0,American Electric Power - Texas,TRE,TX:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0.0,0.0
978,2019,12.0,2019-12-31 11:03:00,2020-01-01 10:59:00,1436.0,American Electric Power - Texas,TRE,TX: Nueces County;,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.-Transmission Interruption,25.0,0.0
979,2021,1.0,2021-01-02 10:28:00,2021-01-02 10:29:00,1.0,Pacific Gas & Electric Co,WECC,CA: Butte County;,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.-System Operations,8,5803
980,2021,1.0,2021-01-04 10:34:00,2021-01-04 10:49:00,15.0,FirstEnergy Corp,RF,PA:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",6,3825
981,2021,1.0,2021-01-10 22:44:00,2021-01-13 16:00:00,3916.0,Oncor Electric Delivery Company LLC,TRE,"TX: Anderson County, Angelina County, Dallas County, Freestone County, Henderson County, Houston County, Leon County, Nacogdoches County, Smith County, Tarrant County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,188000
982,2021,1.0,2021-01-11 05:00:00,2021-01-11 14:22:00,562.0,American Electric Power - (SPP Reliability Region),SERC,LA: TX:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Distribution Interruption",,58000
983,2021,1.0,2021-01-12 20:30:00,,,Snohomish County PUD No 1,WECC,WA: Snohomish County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Transmission Interruption",200,62000
984,2021,1.0,2021-01-12 20:46:00,2021-01-13 16:00:00,1154.0,Portland General Electric Co,WECC,"OR: Clackamas County, Multnomah County, WA County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,94231
985,2021,1.0,2021-01-12 23:49:00,2021-01-14 14:00:00,2291.0,"Seattle City Light, Sytem Control Center",WECC,WA:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Distribution Interruption",150,70000
986,2021,1.0,2021-01-12 23:50:00,2021-01-15 13:00:00,3670.0,Puget Sound Energy,WECC,"WA: Kitsap County, Thurston County, King County, Pierce County, Skagit County, Whatcom County;",Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.-Severe Weather,100,320000
987,2021,1.0,2021-01-13 03:43:00,2021-01-13 16:00:00,737.0,Avista Corp,WECC,WA: ID:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",185,70417
988,2021,1.0,2021-01-19 02:48:00,2021-01-20 11:41:00,1973.0,Pacific Gas & Electric Co,WECC,CA:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",411,124888
989,2021,1.0,2021-01-19 09:31:00,2021-01-21 14:36:00,3185.0,Southern California Edison Co,WECC,"CA: Kern County, Los Angeles County, Riverside County, San Bernardino County, Ventura County, Orange County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,173746
990,2021,1.0,2021-01-26 20:49:00,2021-01-28 21:14:00,2905.0,Pacific Gas & Electric Co,WECC,CA:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",841,255715
991,2021,2.0,2021-02-01 23:25:00,2021-02-02 01:12:00,107.0,American Electric Power - Texas,TRE,TX: Kleberg County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",13,6102
992,2021,2.0,2021-02-02 09:25:00,2021-02-03 11:38:00,1573.0,Western Area Power Administration - Upper Great Plains Region,MRO,SD: Hughes County;,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.-Severe Weather/Transmission Interruption,5,3
993,2021,2.0,2021-02-02 12:34:00,2021-02-02 15:43:00,189.0,Western Area Power Administration - Upper Great Plains Region,MRO,SD: Hughes County;,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.-Severe Weather/Transmission Interruption,5,4
994,2021,2.0,2021-02-03 14:22:00,2021-02-04 22:32:00,1930.0,Montana-Dakota Utilities Co,MRO,"ND: Logan County, Emmons County, McIntosh County;","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",7,1400
995,2021,2.0,2021-02-06 06:50:00,2021-02-06 14:43:00,473.0,Duke Energy Midwest,RF,OH: KY:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0
996,2021,2.0,2021-02-08 07:04:00,2021-02-08 14:10:00,426.0,Minnesota Power,MRO,MN: St. Louis County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0
997,2021,2.0,2021-02-09 10:51:00,,,Duke Energy Progress,SERC,NC:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0
998,2021,2.0,2021-02-10 15:00:00,2021-02-23 15:00:00,18720.0,Oncor Electric Delivery Company LLC,TRE,TX:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,2000000
999,2021,2.0,2021-02-11 08:30:00,2021-02-22 09:00:00,15870.0,"Prairie Power, Inc.",SERC,IL: Scott County;,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Fuel Supply Deficiency,,
1000,2021,2.0,2021-02-11 13:00:00,,,Sunflower Electric Power Corp,MRO,KS:,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Fuel Supply Deficiency,0,0
1001,2021,2.0,2021-02-11 19:21:00,2021-02-11 21:20:00,119.0,Public Service Company of Colorado,WECC,CO: Morgan County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0
1002,2021,2.0,2021-02-12 15:30:00,2021-02-22 07:30:00,13920.0,ERCOT,TRE,TX:,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Fuel Supply Deficiency,,
1003,2021,2.0,2021-02-12 21:00:00,2021-02-20 17:15:00,11295.0,Portland General Electric Co,WECC,"OR: Clackamas County, Marion County, Polk County, Multnomah County, WA County, Yamhill County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,300187
1004,2021,2.0,2021-02-13 08:32:00,2021-02-14 15:00:00,1828.0,Duke Energy Carolinas,SERC,SC: NC:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,129000
1005,2021,2.0,2021-02-13 09:56:00,2021-02-13 11:01:00,65.0,Bonneville Power Administration,WECC,WA: Lewis County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",164,37583
1006,2021,2.0,2021-02-13 13:30:00,2021-02-19 21:00:00,9090.0,"American Electric Power - (RFC Reliability Region) (8400 Smiths Mill Road, New Albany Ohio 43054)",RF,WV: VA:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,55097
1007,2021,2.0,2021-02-13 13:30:00,2021-02-20 08:00:00,9750.0,American Electric Power - Texas,TRE,TX:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,,
1008,2021,2.0,2021-02-14 05:30:00,2021-02-18 10:00:00,6030.0,Oklahoma Municipal Power Authority,MRO,OK:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,,
1009,2021,2.0,2021-02-14 08:30:00,2021-02-19 18:00:00,7770.0,ERCOT,TRE,TX:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,,
1010,2021,2.0,2021-02-14 08:30:00,2021-02-19 18:00:00,7770.0,Oncor Electric Delivery Company LLC,TRE,TX:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,7214,
1011,2021,2.0,2021-02-14 18:00:00,2021-02-16 22:00:00,3120.0,Empire District Electric Co,SERC,MO: Jasper County;,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,0,0
1012,2021,2.0,2021-02-14 19:05:00,,,Evergy,SERC,MO: KS:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,,
1013,2021,2.0,2021-02-14 20:00:00,2021-02-18 09:28:00,5128.0,"Southwest Power Pool, Inc.",MRO,ND: SD: NE: KS: OK: TX:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,3000,
1014,2021,2.0,2021-02-14 20:21:00,2021-02-18 09:30:00,5109.0,American Electric Power - (SPP Reliability Region),SERC,AR: LA: TX: OK:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,461,125484
1015,2021,2.0,2021-02-14 20:32:00,,,Lincoln Electric System,MRO,NE: Lancaster County;,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,0,0
1016,2021,2.0,2021-02-15 00:00:00,,,Entergy Transmission Control Center - North,TRE,TX:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,500,
1017,2021,2.0,2021-02-15 00:00:00,,,Entergy - Transmission Operations Engineering,TRE,TX:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,500,
1018,2021,2.0,2021-02-15 01:20:00,,,"South Texas Electric Coop, Inc",TRE,TX:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",360,72000
